effective_date,added_ticker,added_security,removed_ticker,removed_security,reason,source,source_url,verified_at,confidence,notes,added_original_ticker,removed_original_ticker
2017-04-05,IT,Gartner,DNB,Dun & Bradstreet,Gartner acquiring CEB,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-06-02,INFO,IHS Markit,TGNA,Tegna,Tegna spins off Cars.com,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-06-19,HLT,Hilton,YHOO,Yahoo!,Yahoo operations acquired by Verizon,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-06-19,ALGN,Align Technology,TDC,Teradata,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-06-19,ANSS,Ansys,R,Ryder System,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-06-19,RE,Everest Re,MJN,Mead Johnson,Mead Johnson acquired by Reckitt Benckiser,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-07-07,BKR,Baker Hughes,BHI,Baker Hughes,Baker Hughes merged with GE Oil & Gas,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-07-26,DRE,Duke Realty,RIG,Transocean,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-07-26,AOS,A. O. Smith,BBBY,Bed Bath & Beyond,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-07-26,PKG,Packaging Corporation of America,MUR,Murphy Oil,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-07-26,RMD,ResMed,MNK,Mallinckrodt,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-07-26,MGM,MGM Resorts International,RAI,Reynolds American,British American Tobacco acquired Reynolds,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-08-08,BHF,Brighthouse Financial,AN,AutoNation,MetLife spun off Brighthouse,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-08-29,Q,QuintilesIMS,WFM,Whole Foods Market,Amazon acquired Whole Foods,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-09-01,DWDP,DuPont,DOW,Dow Chemical,Dow Chemical renamed to DowDuPont,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-09-01,SBAC,SBA Communications,DD,DuPont,Dow Chemical acquired DuPont,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-09-18,CDNS,Cadence Design Systems,SPLS,Staples,Staples acquired by Sycamore Partners,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2017-10-13,NCLH,Norwegian Cruise Line Holdings,LVLT,Level 3 Communications,CenturyLink acquired Level 3,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-01-03,HII,Huntington Ingalls Industries,BCR,CR Bard,Becton Dickinson acquired CR Bard,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-03-07,IPGP,IPG Photonics,SNI,Scripps Networks Interactive,Discovery acquired Scripps Networks,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-03-19,TTWO,Take-Two Interactive,SIG,Signet Jewelers,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-03-19,SIVB,SVB Financial Group,PDCO,Patterson Companies,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-03-19,NKTR,Nektar Therapeutics,CHK,Chesapeake Energy,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-04-04,MSCI,MSCI,CSRA,CSRA,General Dynamics acquired CSRA,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-05-31,ABMD,Abiomed,WYN,Wyndham Worldwide,Wyndham Worldwide spun off Wyndham Hotels,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-06-05,EVRG,Evergy,NAVI,Navient,Westar acquired Great Plains and became Evergy,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-06-07,TWTR,Twitter,MON,Monsanto,Bayer acquired Monsanto,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-06-18,BR,Broadridge Financial Solutions,RRC,Range Resources,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-06-18,HFC,HollyFrontier,AYI,Acuity Brands,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-06-20,FLT,FleetCor Technologies,TWX,Time Warner,AT&T acquired Time Warner,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-07-02,CPRT,Copart,DPS,Dr Pepper Snapple,DPS acquired by Keurig Green Mountain,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-08-28,ANET,Arista Networks,GGP,GGP,GGP acquired by Brookfield Property Partners,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-09-14,WCG,WellCare,XL,XL Group,XL acquired by AXA,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-10-01,ROL,Rollins,ANDV,Andeavor,Andeavor acquired by Marathon Petroleum,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-10-11,FTNT,Fortinet,EVHC,Envision Healthcare,EVHC acquired by KKR,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-11-06,KEYS,Keysight,CA,CA Technologies,CA acquired by Broadcom,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-11-13,JKHY,Jack Henry & Associates,EQT,EQT Corporation,EQT spun off ETRN,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-12-03,LW,Lamb Weston,COL,Rockwell Collins,UTX acquired Rockwell Collins,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-12-03,MXIM,Maxim Integrated,AET,Aetna,CVS acquired Aetna,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-12-03,FANG,Diamondback Energy,SRCL,Stericycle,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2018-12-24,CE,Celanese,ESRX,Express Scripts,Cigna acquired Express Scripts,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-01-02,FRC,First Republic Bank,SCG,SCANA,Dominion Energy acquired SCANA,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-01-18,TFX,Teleflex,PCG,Pacific Gas & Electric,PCG filed for bankruptcy,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-02-15,ATO,Atmos Energy,NFX,Newfield Exploration,Newfield acquired,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-02-27,WAB,Wabtec,GT,Goodyear,WAB acquired GE Transportation business,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-04-02,DOW,Dow,BHF,Brighthouse Financial,Dow spun off from DowDuPont,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-06-03,DD,DuPont,DWDP,DuPont,DWDP changed to DD after Corteva spin-off,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-06-03,CTVA,Corteva,FLR,Fluor Corporation,Corteva spun off from DWDP,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-06-07,BMS,Bemis,MAT,Mattel,Pending merger of Bemis and Amcor,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-06-11,AMCR,Amcor,BMS,Bemis,Bemis changed to AMCR after merger,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-07-01,MKTX,MarketAxess,LLL,L3 Technologies,L3 purchased by Harris,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-07-15,TMUS,T-Mobile US,RHT,Red Hat,IBM acquired Red Hat,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-08-09,LDOS,Leidos,APC,Anadarko Petroleum,Occidental acquired Anadarko,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-08-09,IEX,IDEX Corporation,FL,Foot Locker,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-09-23,CDW,CDW Corporation,TSS,TSYS,Global Payments acquired TSYS,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-09-26,NVR,NVR,JEF,Jefferies Financial Group,JEF spun off SPB,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-10-03,LVS,Las Vegas Sands,NKTR,Nektar Therapeutics,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-11-21,NOW,ServiceNow,CELG,Celgene,Bristol-Myers Squibb acquired Celgene,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-12-05,WRB,W. R. Berkley Corporation,VIAB,Viacom,CBS acquired Viacom to form ViacomCBS,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-12-09,ODFL,Old Dominion Freight Line,STI,SunTrust Banks,BB&T acquired SunTrust to form Truist,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-12-23,LYV,Live Nation Entertainment,AMG,Affiliated Managers Group,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-12-23,ZBRA,Zebra Technologies,TRIP,TripAdvisor,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2019-12-23,STE,Steris,MAC,Macerich,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2020-01-28,PAYC,Paycom,WCG,WellCare,Centene acquired WellCare,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2020-05-22,WST,West Pharmaceutical Services,HP,Helmerich & Payne,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
